word,english,japanese,example,present,teForm,negative,past,pastNegative,potential,imperative,volitional,group,desirative,conditional,passive,causative,causativePassive,honorific,humble,mark
keien suru,to keep distance while pretending to be respectful,敬遠する,,,,,,,,,,,,,,,,,,false
keigo,honorific language; polite speech; term of respect,敬語,,,,,,,,,,,,,,,,,,false
keirei suru,to salute; to bow,敬礼する,,,,,,,,,,,,,,,,,,false
sanpo suru,to walk; to go for a stroll,散歩する,,,,,,,,,,,,,,,,,,false
chiru,"to fall (e.g., tree leaves); to scatter; to be dispersed; to disappear; to dissolve; to break up; to spread; to run; to blur",散る,,,,,,,,,,,,,,,,,,false
chirasu,"to scatter; to cause a shower of; to disperse; to distribute; to spread; to resolve (a symptom, condition, etc.); to relieve; to get rid of; to cure; to distract; to divert",散らす,,,chirashite,,,,,,,,,,,,,,,false
sanzan,thoroughly; completely; utterly; severely; harshly; terribly; miserably; scattered; disconnected,散々,,,,,,,,,,,,,,,,,,false
kyoukasho,textbook,教科書,教科書をなくした (lost the textbook),,,,,,,,,,,,,,,,,false
kyouka,subject of study,教科,,,,,,,,,,,,,,,,,,false
kyouju,professor,教授,,,,,,,,,,,,,,,,,,false
kyoushitsu,classroom,教室,,,,,,,,,,,,,,,,,,false
kyoumu sensei,head teacher; school manager,教務先生,,,,,,,,,,,,,,,,,,false
kyoukai,church,教会,,,,,,,,,,,,,,,,,,false
osowaru,to be taught,教わる,,osowarimasu,osowatte,osowaranai,osowatta,osowaranakatta,,,,,,,,,,,,false
oshieru,to teach; to tell; to let know; to inform; to show; to instruct; to give lessons; to show; (person に thing を),教える,Chichi wa chuugakkou de eigo o oshiete iru. (My dad teaches English at a junior high school.),oshiemasu,oshiete,oshienai,oshiemashita; oshieta,,oshierareru,oshiero,,,,oshierareru,,,,,,false
kyuuen,to rescue; to relieve; to reinforce,救援,,,,,,,,,,,,,,,,,,false
kyuujo,relief; aid; rescue,救助,,,,,,,,,,,,,,,,,,false
sukuu,to rescue from; to help; to save; to relieve; to redeem,救う,"Byouki no kodomo o sukuereba to omoi, yunisefu ni bokin o shita. (I donated some money to UNICEF, hoping to save sick children.)",,sukutte,sukuwanai,sukutta,,sukueru,,,,,,,,,,,false
sukui,help; aid; relief; religious (salvation),救い,,,,,,,,,,,,,,,,,,false
seikai,political world; politics,政界,,,,,,,,,,,,,,,,,,false
seifu,government; administration,政府,"Senkyo no ato, atarashii seifu ni kawarimashita. (After the elections the new government is instated.)",,,,,,,,,,,,,,,,,false
housou,broadcast,放送,,,,,,,,,,,,,,,,,,false
houkago,after school,放課後,,,,,,,,,,,,,,,,,,false
hougen,careless remark,放言,,,,,,,,,,,,,,,,,,false
houki,"abandonment; renunciation; resignation; abdication (responsibility, right)",放棄,,,,,,,,,,,,,,,,,,false
hourinageru,to throw; to fling; to heave; to toss,放り投げる,,,,,,,,,,,,,,,,,,false
houridasu,to throw out; to fire; to expel; to give up; to abandon; to neglect,放り出す,,,houridashite,,,,houridasareru,,,,,,,,,,,false
hottoku,to leave alone; to leave as is; to ignore; to neglect,放っとく,,hottokimasu,hottoite,hottokanai; hottokimasen,hottoita; hottokimashita,hottokanakatta; hottokimasen deshita,hottokeru,,,,,,,,,,,false
houtteoku,to leave (someone/something) alone; to neglect (～を),放っておく,also: hotteoku,,,,,,,,,,,,,,,,,false
hanatsu,"to fire (e.g., an arrow); to hit (e.g., baseball); to break wind; to free; to release",放つ,,,hanate,,hanata,,,,,,,,,,,,,false
kougeki suru,to attack; to strike,攻撃する,,,,,,,,,,,,,,,,,,false
kaichiku suru,reconstruction; structural alteration of building; remodel; ～を改築する,改築する,,,,,,,,,,,,,,,,,,false
kaisatsu guchi,turnstile gate at a transit station; ticket barrier; ticket gate,改札口,,,,,,,,,,,,,,,,,,false
kaisatsu,ticket gate; examination of tickets; ticket barrier,改札,,,,,,,,,,,,,,,,,,false
kaitei suru,to revise,改定する,,,,,,,,,,,,,,,,,,false
aratamete,another time; over again; once again; anew; formerly; especially; intentionally; deliberately,改めて,,,,,,,,,,,,,,,,,,false
shihainin,manager,支配人,,,,,,,,,,,,,,,,,,false
shihai suru,to rule; to control; to direct,支配する,,,,,,,,,,,,,,,,,,false
shiharau,to pay,支払う,,,,,,,shiharawareru,,,,,,,,,,,false
shiharai,payment,支払い,,,,,,,,,,,,,,,,,,false
shitaku,preparations; arrangements; an outfit,支度,"Hayaku shitaku shinai to, okurete shimau yo. (If you don't get ready soon, you will be late.)",,,,,,,,,,,,,,,,,false
shiten,branch office,支店,Anata no shiten no koodo wa nan desu ka. (What is the code number of your branch?),,,,,,,,,,,,,,,,,false
sasaeru,"to support (physically, financially, emotionally, etc.); (trans.); to maintain; to hold; to stay; to prop; to check; to sustain; to hold at bay",支える,"支え (support (n.)); Chichi ga byouki no aida, haha ga hataraite seikatsu o sasaeta. (While my father was sick, my mother worked and supported us.)",sasaemasu,sasaete; sasaenakute,sasaenai,sasaeta; sasaemashita,sasaenakatta; sasaemasen deshita,sasaerareru; sasaereru,sasaero; sasaeru na,sasaeyou; sasaemashou,2 (ru-dropping),,sasaereba; sasaetara; sasaemashitara; sasaenakereba; sasaenakattara; sasaemasen deshitara,sasaerareru,sasaesaseru,sasaesaserareru,osasae ni naru; sasaerareru,,false
surinukeru,to slip through; to make one's way through quickly,擦り抜ける,,,,,,,,,,,,,,,,,,false
soujuusha,pilot,操縦者,,,,,,,,,,,,,,,,,,false
soujuuseki,cockpit,操縦席,,,,,,,,,,,,,,,,,,false
soujuu,piloting; flying (a plane); steering; management; handling; control,操縦,,,,,,,,,,,,,,,,,,false
sousa,operation; management; processing; to operate; to manipulate,操作,,,,,,,,,,,,,,,,,,false
sousa,operation,操作,,,,,,,,,,,,,,,,,,false
naderu,to brush gently; to stroke; to caress,撫でる,,,,,,,,,,,,,,,,,,false
haneru,"to hit (e.g., to have a care hit someone); to run into",撥ねる,,,,,,,,,,,,,,,,,,false
utsu,to shoot; to hit,撃つ,,uchimasu,utte,,utta,,,,,,,,,,,,,false
toru,"to have (lunch, etc.); to take (vitamins, etc.)",摂る,,,,,,,,,,,,,,,,,,false
keitai meeru,text message,携帯メール,keitai meru wo okuru (send a text message),,,,,,,,,,,,,,,,,false
keitai,cell phone; mobile phone,携帯,,,,,,,,,,,,,,,,,,false
toujousha,passenger,搭乗者,,,,,,,,,,,,,,,,,,false
toujou ken,boarding pass,搭乗券,,,,,,,,,,,,,,,,,,false
toujou suru,to board (a plane); to embark,搭乗する,,,,,,,,,,,,,,,,,,false
toujou guchi,"gate (e.g., flight gate)",搭乗ぐひ,どの搭乗口ですか？ (Which gate is it?),,,,,,,,,,,,,,,,,false
sokonau,"to miss; to fail at doing; to harm; to hurt; to injure; to damage; also an auxiliary verb ~sokonau (e.g., tabesokonawanai (don't miss eating))",損なう,,sokonaimasu,sokonatte,sokonawanai,sokonatta,,,,sokonou,,,,,,,,,false
yureru,to shake; to sway,揺れる,,yuremasu,yurete,,yureta,,,,,,,,,,,,,false
yuru,to shake; to jolt; to rock (cradle); to swing,揺る,,,,,,,,,,,,,,,,,,false
engo,covering; protection; backing; relief,援護,,,,,,,,,,,,,,,,,,false
ageru,to fly,揚げる (trans.),opposite (下げる (sageru)),agemasu,agete; agenakute,agenai; agemasen,ageta; agemashita,agenakatta; agemasen deshita,agerareru; agereru,agero; ageru na,ageyou; agemashou,,agetai; agetaku nai,agereba; agetara; agemashitara; agenakereba; agenakattara; agemasen deshitara,agerareru,agesaseru,agesaserareru,oage ni naru; agerareru,,false
ageru,to fry;,揚げる,揚げた (fried),agemasu,,,,,,,,,,,,,,,,false
teian suru,"to make a proposal (e.g., job); to suggest; to put forward an idea",提案する,Kare wa Kono Ten Ni Tsuite no Hantai Iken O Teian Shimashita.  (He proposed a dissenting opinion on this point.); 何か提案はありますか？(Do you have any suggestions?),,,,,,,,,,,,,,,,,false
teishutsu suru,"to submit (e.g., a report); to turn in; ; to hand in; to file; to present",提出する,,,,,,,,,,,,,,,,,,false
teikyou,offer,提供,,,,,,,,,,,,,,,,,,false
byousha suru,to describe,描写する,,,,,,,,,,,,,,,,,,false
egaku,to draw; to paint; to sketch; to describe; to imagine; to depict,描く,Niwa de chuurippu o egaita. (I drew a picture of a tulip in the garden.),,egaite,,,,,,,,,,,,,,,false
kaku,to draw (trans.); to paint,描く,,kakimasu,kaite; kakanakute,kakanai; kakimasen,kaita; kakimashita,kakanakatta; kakimasen deshita,kakeru,kakinasai; kake; kaku na,kakou; kakimashou,1 (u-dropping verbs),kakitai,kakeba; kaitara; kakimashitara; kakanakereba; kakanakattara; kakimasen deshitara,kakareru,kakaseru,kakasareru; kakaserareru,okaki ni naru; kakareru,,false
soroeru,to collect; to gather; to get together; to complete (a collection); to arrange; to put in order; to prepare; to get ready; to make uniform; to make even; to match,揃える,,,,,,,,,,,,,,,,,,false
sorou,"to gather (e.g., family); to meet; to become complete; to be all present; to be a full set",揃う,,,,,,,,,,,,,,,,,,false
tsukamu,to seize; to grasp; to grab; to catch; to grip; to hold; to catch hold of,掴む (trans.),,tsukamimasu,tsukande,tsukamanai,tsukanda; tsukamimashita,,,,,,,,,,,,,false
oku,to give up; to except,措く,,,,,,,okureru,,,,,,,,,,,false
suisenjou,the letter of recommendation,推薦状,推薦状を書いてくださってありがとうごじました。,,,,,,,,,,,,,,,,,false
suisoku suru,to guess; to make a conjecture,推測する,,,suisoku shite,,,,,,,,,,,,,,,false
hikaeru,to be temperate in; to refrain; to abstain; to hold back; to restrain oneself from excess; to make notes; to jot down,控える,,,,,,,,,,,,,,,,,,false
sekkin suru,getting closer; drawing nearer; approaching,接近する,,,,,,,,,,,,,,,,,,false
sesshoku,touch; contact,接触,,,,,,,,,,,,,,,,,,false
setsuzokushi,conjunctions,接続詞,文と文をつなぐ言葉 (words to connect sentences),,,,,,,,,,,,,,,,,false
setsuzoku suru,to connect; to attach,接続する,,,,,,,,,,,,,,,,,,false
sessuru,to touch; to come in contact with; to border on; to adjoin; to be adjacent; to be close,接する,関心で接する（せっする）,,sesshite,,,,,,,,,,,,,,,false
tsugu,to join; to piece together,接ぐ,kutsushita wo tsuide kudasai. (Please mend the socks.),,tsuide,,,,,,,,,,,,,,,false
tansaku,search; lookup; hunt; (item of) research; exploration; investigation,探索,,,,,,,,,,,,,,,,,,false
tankyuushin,spirit of inquiry,探究心,,,,,,,,,,,,,,,,,,false
tankyuu,inquiry,探究,,,,,,,,,,,,,,,,,,false
tanken,exploration; expedition,探検,,,,,,,,,,,,,,,,,,false
tantei,detective; investigator,探偵,,,,,,,,,,,,,,,,,,false
sagasu,look for; to search for; to investigate,探す；捜す,"鍵をなくしたので、探しています。
(I lost my key and I am looking for it.)鍵をなくしたので、探しています。
(I lost my key and I am looking for it.)鍵をなくしたので、探しています。
(I lost my key and I am looking for it.)鍵をなくしたので、探しています。
(I lost my key and I am looking for it.)鍵をなくしたので、探しています。
(I lost my key and I am looking for it.)鍵をなくしたので、探しています。
(I lost my key and I am looking for it.)鍵をなくしたので、探しています。
(I lost my key and I am looking for it.)鍵をなくしたので、探しています。
(I lost my key and I am looking for it.)",sagashimasu,sagashite; sagasanakute,sagasanai; sagashimasen,sagashita; sagashimashita,sagasanakatta; sagashimasen deshita,sagaseru,sagase; sagasu na,sagasou; sagashimashou,1 (u-dropping verbs),,sagaseba; sagashitara; sagashimashitara; sagasanakereba; sagasanakattara; sagashimasen deshitara,sagasareru,sagasaseru,sagasaserareru,osagashi ni naru; sagasareru,,false
saiten suru,to grade (a test); to look over; to mark up,採点する,,,,,,,,,,,,,,,,,,false
toreru,"to yield; to harvest; to reap; to be collected; to be gathered (e.g., harvested food); to be harvested; to be mined",採れる,,,,toremasen,,,,,,,,,,,,,,false
kakeru,"to hang (e.g., a picture); to raise (e.g., flag); to take (time, money); to expend (money, time, etc.); to sit down (seat に); to make (a call); to multiply; to secure (e.g., lock a door) (doa ni kakeru); risk; to put on (glasses, etc.); to cover; to burden someone; to apply (insurance); to turn on (an engine, etc.); to set (a dial, an alarm clock, etc.); to put an effect (spell, anaeshetic, etc.) on; to hold an emotion for (pity, hope, etc.); to bind; to pour (or sprinkle, spray, etc.) onto; to argue (in court); to deliberate (in a meeting); to present (e.g., idea to a conference, etc.); to increase further; to catch (in a trap, etc.); to set atop; to erect (a makeshift building); to hold (a play, festival, etc.); to wager; to bet; to risk; to stake; to gamble; to begin (but not complete); to be partially complete; to be about to; indicates (verb) is being directed to (someone)",掛ける、懸ける,"眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)眼鏡をかけて本を読みます。(I read book with my glasses on.); kakenakereba narimasen deshita
hoken o kakemasu. (I'll take the insurance policy.)",kakemasu,kakete,kakenai,kaketa,kakenakatta,kakerareru,kakenasai,,,,kakereba,,,,,,false
horu,to dig,掘る,,,hotte,,hotta,,,,,,,,,,,,,false
haisuikou,drainage,排水口,,,,,,,,,,,,,,,,,,false
suru,to pick one's pockets,掏る,,,,,,,,,,,,,surareru,,,,,false
jugyouryou,tuition,授業料,,,,,,,,,,,,,,,,,,false
jugyou sankanbi,open day; open class,授業参観日,,,,,,,,,,,,,,,,,,false
jugyou,class; course; lesson; lecture; presentation,授業,授業中に (in class); 授業をやっつとっています。(I am taking eight classes.),,,,,,,,,,,,,,,,,false
sazukaru,to be given,授かる,,,,,,,,,,,,,,,,,,false
souji suru,to clean,掃除する,部屋を掃除した。(I cleaned my room.),,,,,,,,,,,,,,,,,false
mekuru,to turn over; to turn pages of a book; to tear off; to strip off,捲る,ページをめくりなさい。 (Turn the page.),mekurimasu,mekutte,mekuranai,mekutta,,,mekurinasai,,,,,,,,,,false
makuru,"a suffix used to indicate recklessness, roughness, disorganized manner of doing something; masu-stem + まくる; to turn up; to roll up (e.g., sleeves); to stage a comeback; to come from behind",捲くる,とりまくる (wild/reckless (picture) taking); asobimakutteta. (I was just playing around.),makurimasu,makutte,,makutta,,,,,,,,,,,,,false
suteru,to throw away (trans.); to discard; to abandon; to desert,捨てる,ゴミを捨てます (discard the trash),sutemasu,sutete; sutenakute,sutenai; sutemasen,suteta; sutemashita,sutenakatta; sutemasen deshita,suterareru; sutereru,sutenasai; sutero; suteru na,,2 (ru-dropping),,sutereba; sutetara; sutemashitara; sutenakereba; sutenakattara; sutemasen deshitara,suterareru,sutesaseru,sutesaserareru,osute ni naru; suterareru,,false
sasageru,to lift up; to give; to offer; to devote; to sacrifice; to dedicate,捧げる,,,sasagete,,,,,,,,,,,,,,,false
sousa,criminal investigation,捜査,,,,,,,,,,,,,,,,,,false
hokaku suru,capture; seizure,捕獲する,,,,,,,,,,,,,,,,,,false
toru,"to take; to catch (e.g., a ball); to capture",捕る,,,totte kudasai.,Please pick.,,,,tore,,,,,,,,,,false
torawareru,"to be caught; to be captured; to be dominated by; to be taken prisoner; to be arrested; to be apprehended; to be seized with (fear, etc.); to be a slave to; to stick to; to adhere to; to be swayed by",捕らわれる、囚われる,,,,,,,,,,,,,,,,,,false
tsukamaru,to be caught (～が); to be arrested; to hold on to; to grasp,捕まる,,tsukamarimasu,tsukamatte,tsukamaranai,tsukamatta,tsukamaranakatta,,,,,,,,,,,,false
tsukamaeru,to seize; to catch; to grasp; to grip; to arrest; (～を),捕まえる,Otouto wa watashi no te o tsukande hanasanakatta. (My brother didn't let go of his grip on my hand.),tsukamaemasu,tsukamaete,,tsukamaeta,,tsukamaeyou,,,,,,,,,,,false
bankai,recovery; restoration,挽回,,,,,,,,,,,,,,,,,,false
furu,to wave; to shake; to swing; to sprinkle; to throw (dice); to allocate (work); to turn down (somebody); to reject; to abandon; to give up; to ruin,振る,,,,,,,,,,,,,,,,,,false
furikaeru,to reflect on; to think back on; to reminisce; to look back (on); to turn one's head; to look over one's shoulder; to turn around; to look back,振り返る,,furikaerimasu,furikaette,,,,,,,,,,,,,,,false
furimawasu,to wield; to brandish; to wave (about); to show off; to display someone's knowledge; to abuse (one's power); to manipulate someone,振り回す,,,,,,,,,,,,,,,,,,false
furimuku,to turn one's face; to turn around; to look over one's shoulder,振り向く,,,furimuite,,,,,,,,,,,,,,,false
furiorosu,to swing downward,振り下ろす,,furioroshimasu,,furiorosanai,,,,,,,,,,,,,,false
kujiku,"to sprain; to twist (e.g., a muscle)",挫く,,kujikimashita,,,,,,,,,,,,,,,,false
aisatsu,greeting; salutation; reply,挨拶,"Yoko wa genkiyoku ""Ohayou"" to aisatsu o shita. (Yoko greeted with a cheerful ""Good Morning."")",,,,,,,,,,,,,,,,,false
hasamaru,to get between; to be caught in,挟まる,,,,,,,,,,,,,,,,,,false
ageru,to raise,挙げる (trans.),opposite (下げる (sageru)),agemasu,agete; agenakute,agenai; agemasen,ageta; agemashita,agenakatta; agemasen deshita,agerareru; agereru,agero; ageru na,ageyou; agemashou,,agetai; agetaku nai,agereba; agetara; agemashitara; agenakereba; agenakattara; agemasen deshitara,agerareru,agesaseru,agesaserareru,oage ni naru; agerareru,,false
yubiwa,ring,指輪,,,,,,,,,,,,,,,,,,false
shiji,indication; instruction; designation; directions,指示,,,,,,,,,,,,,,,,,,false
