word,id,mark,definition,pronunciation,example
insoluble,658f858c-ff10-4819-88d9-d3f598c7e1e7,false,,,
inspiration,f3d349f6-f543-4cac-b82b-6516db8e6b67,false,,,
instabilty [of],749c4ce2-96e7-4291-8043-c45ef82a6e75,false,,,
instantiate,b57b7a47-1234-46ce-acfc-f535a8c6a2d8,false,,,
instigate; instigated [by]; instigator,1d0f7f5f-55bf-4541-893e-5fce2914552f,false,to incite; to provoke,,
instill,de6dd3d7-6d7a-4282-9157-56a79a3981e8,false,,,
institution,e7c09dfe-dbac-4f86-912c-791e4ba2570d,false,,,
instructive,c29420f8-707d-47f4-bef5-02b4536e963b,false,,,
instrumental,015f340f-5e87-48e5-b045-10c7c8148774,false,,,
insufferable,4cfe4f05-4bf1-4c66-88ea-80382c806bc6,false,unbearable; intolerable,in SUF ur uh bul,insufferable presumption
insufficient,5c93dc3f-477c-4838-bd87-375515796fc1,false,,insufficient data,
insular,dcbacf79-c0a5-49b5-a2ab-c53f8df464a3,false,,,
insular,299d7a64-551e-43d0-99dd-0ee03074ac27,false,"detached, isolated; narrow-minded, provincial",IN suh ler,
insulate; insulated,37e72780-9cd1-4984-b630-e3adcca7dfd7,false,,,
insult,52294bef-d787-4a48-b7cd-b01c6c1f171a,false,,,
insulting,6812ef42-6c68-453a-94f5-710737092bd7,false,,,
intact,bde85460-ee20-4208-a7fa-dc79ba04e5f8,false,,,
integral,700cf681-aa67-4bb2-a7ca-992394bca0ba,false,essential; indespensable,IN tuh grul,
"integrate, integrated, integration",9a2605a8-0aae-4c6d-9f49-d3e1316f52b1,false,to combine two or more things into a whole,,
intelligability,365e8801-787e-4235-983c-3aacc7e62c76,false,,,
"intemperate, intemperately; intemperance",ccc8e7a6-ca7f-4797-a0c0-43456ba4b09b,false,not temperate; unrestrained; unbridled,intemperate rhetoric,
intend; intention,d9f1bc44-23d9-4755-9eb2-e8fd4069da63,false,,,
intensely,70b70742-b902-41db-bc8b-64c9de783e80,false,,,
intensify,ead3ae34-b746-40a4-9ae2-f27bff28bbd0,false,,,
intensity,19fea771-2fd3-4240-91ad-5e92c65118c7,false,,,
intentional; intentionality,cac0a1ef-465b-41a9-a1b3-4cf10c6045a2,false,,,
interact [with]; interaction,f5446081-312a-4a51-8426-fefaaf8758c0,false,,interactions,
intercede,8519a111-075e-460d-bc6e-a26b4bf8315e,false,"intervene, meddle",,
interchangeably; interchangeable,5f777a51-2cb6-423d-87d3-a92ceeed7178,false,,,
interconnected,097fcaf8-c12f-4ccc-945a-8a744ed21f35,false,,,
interim,cbb31782-dd62-4687-81c7-466388207931,false,meantime; an intervening time; a temporary arrangement,IN tur im,
interject,788ff5ae-634b-4492-bc71-096434e69683,false,,,
interlaced; interlace,5a9b9fcd-a5ec-4104-8d3c-b11f806602fd,false,,,
interlope,42929779-80af-4435-8ab7-96862819f6b4,false,to thrust oneself into the affairs of others,in-ter-lohp,
interlude,7d8024cd-ab15-433b-b5b4-758a1b108d3c,false,an intervening episode; an intermission; a pause,IN tur lood,
intermediary; intermediaries,6a262c48-0730-4e3a-8ec6-395a0caf2725,false,,,
intermittent; intermittently,af3fc113-db32-41cb-9a6e-36ae6197cc72,false,occasional; repeatedly starting and stopping; recurrent,in tur MIT unt; intermittent bursts,
internalize,2ebd215a-bff6-4a21-aeb0-d8b4c41469f2,false,,,
interpolate,8c662e3d-fa10-41a5-bb20-64de13c93420,false,,,
interpose,b4d9cda8-91d8-477c-8e6c-fc10f7302f9d,false,,,
interrogative,5d1ccabe-dc89-4bfa-914b-8261490fdd79,false,,,
interrupt; interrupted,6d2ee8fe-b9a0-4e3a-b75f-ee78b2501576,false,,,
intersperse,9d4bfb30-9f4c-4cde-97fd-ed779fe8fecc,false,,,
intersperse; interspersed,bc029c5b-8ef9-4250-bcb9-3434ac1821e8,false,to place at intervals; to scatter among,in tur SPURS,
interspersed,6a4cc03d-27cd-4925-86f1-51bad2f110fa,false,,,
interstitial,f98f2bdb-1cc7-47fa-9dac-da2e398361b2,false,coming in the small narrow spaces between the principal parts,,
intertemporal,a3381de9-1c2d-4f92-9f99-cb595aae0026,false,,,
intertia,9aea39b6-e1ec-4142-b63d-6e0828c77448,false,,,
intervene; intervention; intervened,4d3aa12b-7d97-426c-95e8-091c2edf7efb,false,"to come between opposing groups; to mediate; to take place; to occur between times; intercede, meddle",in tur VEEN,intervene in her social life; in the intervening years
intimate [that],56fe858c-c7f3-49f7-855d-cbc18378f113,false,(v) to state or make known; to imply or hint,in ti MATE,He had intimated that…
intolerable,6f299d74-23b0-44e8-9121-1fb4f2e9f8dc,false,,,
intonation,0eb4c9ac-71d2-4507-8409-521e83c13758,false,,,
intractible; intractibly,5805f641-8fd9-49d8-8343-249f7c6294fe,false,"unmovable, inflexible, difficult to lead",,
intransigent; intransigence; intransigently,e248f447-90d5-4df0-b70c-3fec324292db,false,refusal to moderate a position or to compromise; uncompromising,in TRAN zi jents,
intransitive,fdfc8244-9b60-4be5-88d3-a06e5b532651,false,,,
intricate; intricacies; intricately,7a3b8176-52a3-4eda-aca8-8189171cc54a,false,,,
intrigue,d151263a-2403-435f-8249-af259e189c5a,false,,,
"intrinsic, intrinsicly",8ce8d31c-6558-4aee-aa2c-aa906f479438,false,part of the essential nature of something; inherent,,
"introduce, introduction",ba4b5d44-19ac-4b1c-9590-caa5bbaca5df,false,,,
introspect,4f5a5bb5-47b8-43e6-8484-7015618b1dfc,false,,,
introspective,3e4b1bac-3caa-49bf-ab2f-3d1a70b73bb8,false,tending to think about oneself; examining one's feelings,,
introverted,01d77b42-804c-4d93-8362-c8546d2fe621,false,"having an inward sociability, reserved",,
intrusive; intrusion,34940e5d-8351-4223-a0f6-a7f1f2815e92,false,,,
intuition,6835819b-8877-464c-8510-8eefe07a365d,false,,,
inundate [with],8ae9585c-1032-41a1-bb20-288235196c2f,false,to overwhelm; swamp,IN un dayt,
invalidate,171d3228-c205-4301-ae37-efd4f5df8057,false,nullify,,
invalidate,9fc068a1-ba83-46ff-9433-8ddc56763454,false,,,
invariably,5c05792e-5674-4c32-8182-ce1d15e22c78,false,"unconditional, unchanging",,
invasive,9e10108a-d20b-4ed5-ba3f-20134689b7b9,false,,,
invective,3245c4d9-1f34-4ed9-adc9-a3253a8bcf96,false,insulting or abusive speech,,
"inverse, inverted",12a0d442-f852-45c0-b2f5-47757ccc364b,false,,,
inveterate,557aa651-b7e7-4d31-bb0b-c2d517029f77,false,habitual; firmly established by long persistence; deeply rooted,,
invidious; invidiously,7df9a565-f6f8-45dc-ab5e-e77ca2e63fb9,false,"detrimental to reputation, designed to denigrate; intending to be critical, at the expense of",,
invigorating; reinvigorating,ba886c20-f826-42c6-9b45-8fb35e565fd5,false,,,
inviolate,a50a2080-3155-4b7d-b28b-333b22ba9c35,false,free from injury,in-vahy-uh-lit,
invoke; invocation,f6d35473-66c7-4f96-bb94-c946153af63d,false,to call for with earnest desire; to call upon a higher power for support or inspiration,,
irascible; irascibly,b3233afd-15a7-48ac-a858-629d9a7a1456,false,easily angered or provoked; irritable,ih RAS uh bul,as irascibl as a spoiled child
irate,80750998-dabd-46ee-83cd-b3edefe45a18,false,,,
"ironic, irony",d206cc18-0fcf-4d97-a4e1-46b8b20a80e6,false,satiric; unexpected; meaning the opposite of what you seem to say,,
irrational; irrationality,0ca5d66d-89cb-47e5-8758-0f2ec184d14c,false,,irrational hysterics,
irreconcilable,3204b903-af0b-4dcf-9079-1fd85b92bd9b,false,,,
irreducible; reducible,d2b86673-72f2-4b5a-ba77-69c8c7616db9,false,,,
irreducibly complex,77650f54-242d-4058-afb2-3371f0870a94,false,,,
irrefutable,2f6456bd-88ee-4718-8ae8-71de268aa42c,false,unquestionable,,
irreparable; irreparably,c1f1b3ed-6498-44e5-82e6-e32f77b8d421,false,,,
irreproachable,a6dbe1c9-869b-4f2e-b784-cad1d8c7c0cd,false,free from blame; impeccable; unflawed,,
irreputable,7dca58aa-518a-4a41-b046-71b08792644d,false,,,
irrespective; irrespectively,21164964-9643-4214-b766-56c4c8012bfb,false,characterized by disregard,,
irreverant,d8d9326f-6aa3-4e7f-bf72-11cc220c734b,false,disrespectful,,
irreversible,bc4e322b-1e5f-445c-87bd-8f7514ed4e67,false,impossible to reverse,,
irrevocable; irrevocably,78a6d20d-203d-4114-a08d-ac05caca043c,false,,,
irrevocable; irrevocably,4540c450-0794-48fc-9ebd-c50b87c99f28,false,irreversible,,
irrevocably,52d9bf2a-8fda-4ef9-8e3a-518f2192835e,false,,,
irritable,902affe0-bf1c-4ce5-92bf-63b7d79490a3,false,,,
isotropic,762fee6b-c8fc-4910-a6db-6fb0b7a31c32,false,,,
iteration,cd4c67b1-7637-4282-bc39-d22a73b9e0f9,false,the process of performing a series of instructions or steps repeatedly; also refers to one repetition of those repeated steps,,
iterative; iteratively,8fdb248a-ae30-47a5-9668-69e9f18b8015,false,,,
jaded,0cdb6118-3bab-4ebe-bdb1-376dff55d58e,false,worn out; wearied,JAY did,
jargon,0af27fba-81b4-4afd-89a6-8049b7ae92ae,false,"specialized language concerned with a particular subject, culture, or profession",,
jarring,9fbe8cff-199f-41c1-a02d-38fea4193e85,false,,,
jeopardy,79bb2aac-598d-44ce-9c6a-7cdfcd903e75,false,danger,,
jest,d5b1aa9d-3446-4ea9-a67e-794b5be49825,false,,in jest,
jittery,d583f3e8-cca7-4bd9-b5b9-523fea5ee186,false,,,
"jock, jocking",7fa822aa-c777-43f0-b135-605448ecae56,false,,,
jockeying,83ac5462-b877-435d-9627-4ffe6fd60c75,false,to aim at an advantage by skillful maneuvering,,
jocular,1a5ec38c-90d6-42d2-8a13-249cab922be0,false,characterized by or given to joking,JOK yoo ler,
jolt,b08991a0-8297-4a85-8af8-f2f343df1a96,false,,,
jostle,9bf884ef-140b-449d-9e11-605d87be08b7,false,,,
jovial,0c4902e2-cf9e-4865-8255-0a96752474f5,false,"endowed with or characterized by a hearty, joyous humor or a spirit of good-fellowship",,
judicial,d6e5fcd9-8131-41fb-a913-5dc3af83db6c,false,,,
judicious,bb7f8c9b-53bb-4f42-8e3a-aebb76a92ebd,false,exercising sound judgment,,
juggernaut,38bcb1e3-5da2-420b-bccf-99f969652d65,false,"a large, overpowering force",JUG er nawt,
juncture,112b9f20-81c2-4de9-92f1-f71c69cfb7f2,false,,,
junior/senior,628336c0-949f-4731-ac73-543a1df45ccc,false,,,
justified [in],91b13069-1c0d-4934-b1ec-0cbd9593a5ae,false,,,
justify,3b51aa8f-ee31-402c-aedf-859835b80aac,false,,,
juvenile,91540f09-ea2e-4341-b556-9e46dc1f2c6d,false,"immature; childish; infantile; of, pertaining to, characteristic of, or suitable for young persons",,
juxtapose; juxtaposed,ee271460-583a-44c8-b52e-754f29537a0f,false,"to place side by side, especially for comparison or contrast",JUK stuh pohz,
keen; keenly,f7351660-a567-4b37-b25d-2a51f1992bb9,false,,keenly aware [of]; pays keen attention to detail,
kicker,eb556e7f-a0ec-400f-b9b3-1809214b9b14,false,,,
"kindle, rekindle",412ba000-573c-4d5b-8c63-5d1f3647bb75,false,,,
kinetic,5f522b64-e431-4346-a2e0-76ee32009d4a,false,"supplying motive force, energizing, dynamic",,
knick,716a6ef8-e863-4220-845e-7849aeb76102,false,,,
laborious,f8744fe5-0627-4d4c-acd6-0a216002c172,false,,,
laced,7b2c4063-f6d5-41d8-a6b5-2499764bb362,false,,,
lacking [in],3e5e5517-0c7c-4ef2-8aa2-fb5618ff99c4,false,,,
laconic; laconically,7d74eea1-3b1d-40e1-a6d7-de75b78f2255,false,"using few words, especially to the point of seeming rude, succinctly; brief",luh KAHN ik,"Benjamin's laconic speech habits gave him a reputation for thoughtfulness and intelligence.; laconic speech; The fictional heroes of the old west were usually cowboys who spoke laconically, when at all."
laden [with],f6bd0cbb-766a-4183-97e5-05c07bc55636,false,full of,~laden (suffix); conflict-laden,
lament; lamented; lamentable,f244f1b7-25fb-416c-8a00-dd0a179d9438,false,to express sorrow or regret; to mourn,luh MENT,lament the death of the prince
landlocked,f26cd24c-429c-48f9-a72d-608b1f9bbfc0,false,,,
landscape,aa1567b6-a6bf-4beb-89c6-7008ec69f797,false,,,
landscape,8a0c99f1-f2c0-41a9-a42e-3203e9e27d24,false,,,
languish; languid,9c741780-112a-4b3f-acb5-72c0667d5ff0,false,to become weak or feeble; listless; to become depressed,LANG gwish,"languid, dreamy eyes; a languid figure; quickly languished in his job; soon bagan to languish"
languor,6a01e666-9c13-4933-a8a2-d1066380558e,false,lack of energy or vitality; sluggishness; listlessness,LANG ger,extreme languor
lapping,766e1fcd-0b22-4ad5-8d7c-b3bc8345ce42,false,"the practice of falsifying accounting records to conceal a shortage caused by theft or loss, usually by posting a financial transaction to an accounting period other than the one during which it actually took place.",LAH ping,
lapse,1c0d6d48-c71a-4226-832e-c23bc1dd98e2,false,,time lapse; ethical lapses,
larceny,d7ce383f-6160-41ae-a4e1-c90119434622,false,theft; robbery,LAHR suh nee,
latent; latently; latency,db40b198-5002-4a59-b951-5889508de4e1,false,"present but not visible or apparent; potential; dormantly, but usually capable of being evoked, expressed, or brought to light; a period of dormancy that precedes a period of great growth or action",LAY tent,
Latin: a fortioriLatin: a fortioriLatin: a fortioriLatin: a fortioriLatin: a fortioriLatin: a fortioriLatin: a fortioriLatin: a fortioriLatin: a fortiori,c4ef2b3b-3407-4a4c-9ff8-18ff20e83a55,false,all the more convincingly; with greater reason; with still more convincing force,,
Latin: ab initioLatin: ab initioLatin: ab initioLatin: ab initioLatin: ab initioLatin: ab initioLatin: ab initioLatin: ab initioLatin: ab initio,d8702339-c795-4c3b-a144-dbc3c6385497,false,From the beginning,,
Latin: ad hocLatin: ad hocLatin: ad hocLatin: ad hocLatin: ad hocLatin: ad hocLatin: ad hocLatin: ad hocLatin: ad hoc,189c09a3-03eb-4edb-9b29-04248fdad940,false,formed for a specific case only,,
Latin: ad infinitumLatin: ad infinitumLatin: ad infinitumLatin: ad infinitumLatin: ad infinitumLatin: ad infinitumLatin: ad infinitumLatin: ad infinitumLatin: ad infinitum,69e1c2a5-1a58-4100-a67f-81383dbaa2f9,false,"to infinity, forevermore",ad infi NYTE um,
Latin: ad libitumLatin: ad libitumLatin: ad libitumLatin: ad libitumLatin: ad libitumLatin: ad libitumLatin: ad libitumLatin: ad libitumLatin: ad libitum,c9d90a8f-9156-4ff3-b603-a402adc13b58,false,in accordance with one's wishes; according to pleasure,,
Latin: ad remLatin: ad remLatin: ad remLatin: ad remLatin: ad remLatin: ad remLatin: ad remLatin: ad remLatin: ad rem,af07bd01-5f6c-43e1-80c4-e4c2d17101e7,false,pertinent to the matter or person at issue,,
Latin: ceteris paribusLatin: ceteris paribusLatin: ceteris paribusLatin: ceteris paribusLatin: ceteris paribusLatin: ceteris paribusLatin: ceteris paribusLatin: ceteris paribusLatin: ceteris paribus,734a1c4c-b896-475e-ab33-0e40443e661c,false,if all other relevent things remain unaltered,,
Latin: de factoLatin: de factoLatin: de factoLatin: de factoLatin: de factoLatin: de factoLatin: de factoLatin: de factoLatin: de facto,6f17bbde-b636-4414-ab5b-86a4d1c1c804,false,in fact; in reality; as practiced,,
Latin: de jureLatin: de jureLatin: de jureLatin: de jureLatin: de jureLatin: de jureLatin: de jureLatin: de jureLatin: de jure,881686d7-6bbf-4fb3-9b9c-a981bf9f1d32,false,,,
Latin: ipso facto,e7993687-b2cc-474e-b992-6af15870eed6,false,by the very nature of the case,,
Latin: non grataLatin: non grataLatin: non grataLatin: non grataLatin: non grataLatin: non grataLatin: non grataLatin: non grata,26c2fc95-07b7-4dec-b4fe-a980d76bee7a,false,not approved; unwelcome,,
lattice,5a8c98d6-2d18-4db4-9e7c-f344e5b3cbc7,false,,,
laud; laudible,3ec78910-7e82-4aed-97c4-f123b6b65920,false,to praise; to applaud; to extol; to celebrate; commendable,,
laudable,76fb9934-c184-4e98-adb6-c6211e459a04,false,commendable; deserving of praise,LAW duh bul,laudable performance; laudable speech
laudatory,8fbc0189-1dc9-4fae-87df-163939ed9ace,false,full of praise,LAW duh tor ee,
lavish; lavishly,dbc0b667-eed4-436c-acff-254052b501b9,false,extravagant,LAV ish,
lax; laxity,3d349566-1cf5-4ae7-8897-272f0e399151,false,careless; negligent; not tense; slack; not diligent; relaxed,lax,security was lax; the ropes were lax
layered,902d68d7-cf79-457f-83db-47ac02cabc84,false,,,
legacy,f955d387-1037-431d-8ac8-814f1a1851d9,false,"a gift of property, especially personal property, as money, by will; a bequest",LEG uh see,
legalistic,25085f3d-aaf0-4b38-bacd-6ebfec0d4697,false,,,
legitimize,7de3e6b9-aeb9-4e7f-b8a8-a40c07091e2f,false,to make logical,,
lend,ba20708b-ab9e-41d8-8375-4bf19d3e65d6,false,,,
leniency; lenient,4883e833-3995-4f75-8f95-89978eb153e2,false,,,
lethargic; lethargy,0802eba9-fb3a-42c2-934f-d9784cbcce59,false,sluggishness; tiredness; laziness; indifference,LETH er jee,"His doctor told him he was in good health. His lethargy at work and at home was probably due to his being overweight, eating too much, and exercising too little."
levity,56bc0041-136a-472e-b18b-16ddc8061fc9,false,lightness; frivolity; unseriousness,,
"levy, levied",24597fe0-895d-410c-b848-9054faffe4af,false,,,
lexocon,88a241ee-e220-4be2-9f28-dd2bdd4fa341,false,,,
liaison,367a17a1-12a5-4af5-9b4d-ffce95029aa0,false,,LEE uh zahn,
libel; libelous,c4f140c6-1298-4273-8b46-fb491f85b41d,false,"a written or published falsehood that injures the reputation of, or defames, someone",,
license,3fc626f3-935a-4f1e-8622-737490a637cd,false,,,
licentious,7fda7f3b-0d29-4b85-97ff-9ef9a67376e9,false,marked by the absence of legal or moral restraints; by lewdness; by neglect,,
lie by commission or omission,23202213-e04c-4c76-a3fa-9b2f607096a1,false,,,
ligitimacy,9237fb0e-3c06-4b9f-995e-f24898e50f0c,false,,,
liken [to],2cbc95f3-10bf-4f5a-8f19-92b63170567d,false,,likened; liken to,
lineal,2d4caba6-2da4-4f70-92c7-32da93a258ba,false,,,
linger,b421bfec-1ede-4fa4-a209-24fad9d61aa0,false,be slow or reluctant to depart,,
linguist; linguistic,789c0ec4-63fe-4504-b67a-cf8991f58434,false,,,
link,eb05c47f-7fb4-422c-8a53-7a5193fa9d41,false,,,
listless,2535bfb9-ca9f-4ec0-bb86-6d52eb3c1ac7,false,lacking enthusiasm,LIST lis,
litany,307bf8fa-e9fa-4525-b6d8-916d8be119f7,false,a prolonged or tedious and boring account of something,LIT un ee,
literal,155d50cf-fd3c-44c0-bf94-c4813fceeafd,false,,,
lithe,1a80906b-9bbe-4297-aac0-4c785ee67790,false,supple,,
litigate; relitigate,74453b14-e9a4-4da1-b5bc-a425def9f667,false,to try in court; to engage in legal proceedings,,
litigious,e5e6c83a-9e99-4b87-9d4e-37359522de97,false,prone to engage in lawsuits,luh TIJ us,
littered,d292be81-7244-4ea9-94a3-d6b418ac0fd5,false,,,
lockstep,2cce829b-ccd5-4578-ab28-ed800f06ec35,false,progressing at exactly the same speed and in the same direction as other people or things,in lockstep,
lookback,c3269e7d-e7ae-46c1-a02c-d5b10754b05d,false,,,
loom; loomed; looming,1c7e5a6c-11ea-4174-b383-0dfb1b696034,false,,looming problem of …,
loquacious,5b399668-073a-401f-a086-351c6eac379a,false,given to excessive talking,,
louse,313d2a23-c07b-4c5b-b0e3-7f5cef1c9d8b,false,a person who has an unethical character undeserving of respect,,
lucid,3a1d2317-62c5-4b66-8fd8-ad0381ec3935,false,clear; easy to understand,LOO sid,
lucrative,7a56fc27-1758-49fb-a6cd-6a00c082f60c,false,,,
lugubrious,6d517ae9-15b3-4fb0-89f4-904cbde15775,false,"mournful, especially to an exaggerated degree",loo GOO bree us,
lukewarm,3d361a2e-b9c1-47e4-ac42-ab094e1fe8d1,false,only moderately warm; tepid,,
lull,511e3f97-a831-411d-b974-504e759fc629,false,to cause to relax vigilance,,
luminous,75c8d30c-5f31-462f-a4de-6cfeca39c378,false,giving off light; glowing; bright,,
"lunatic, lunacy",9bb2609b-dac0-4256-916d-d4f5faa7abcd,false,,,
lure,101531aa-4658-489a-9f93-059adeac3455,false,,,
lurid,a7c65427-553f-42f6-88d2-319ee4c40d0b,false,"gruesome, horrifying, causing shock or horror",,a lurid spark
luring; luringly,b68058a6-4ef5-445f-8143-98d930be6372,false,,,
lust; lustily,932899be-dd5f-4264-a84f-b8b2bc99ccc3,false,,,
luster/lustre???,5be770eb-58d5-402a-9eb1-817b4e2139ed,false,,,
luxury,f83aa76a-e94a-41f3-a194-140982912484,false,,,
Machiavellian,adfe84b9-f475-4040-9e8c-fbd2a07cb162,false,"crafty, deceitful; characterized by the political principles and methods of expediency, craftiness, and duplicity advocated in Michiavelli's book The Prince",,
maelstrom,182ef811-c6d6-4ccc-97e8-cb8315f020ac,false,,,
magnanimous,ce00719b-91b4-489b-b1a3-1e468bc4e501,false,generous,,
magnanimous,cdc69b51-63fc-4b96-bc67-b0725e59d499,false,generous; courageously or generously noble in mind and heart,mag NAN uh mus,
"magnanimous, magnanimity",b25cd4e7-18a4-40a9-9df5-b99d62027a35,false,forgiving; unresentful; noble in spirit; generous,,
magnate,a20089e7-d2db-4868-9b08-ab1b028d243d,false,"a rich, powerful, or very successful businessman",,
mainstay,d735f17e-0f9c-48a2-b820-0e7e5462c533,false,,,
majors (major company),f6ce7d62-7d11-409c-b441-5e12cd14b98a,false,,,
makeshift,01136361-4111-45b1-b60e-d56dd96a232e,false,,,
malaise,61b0de66-816c-41de-9553-b075455112a2,false,"feeling of depression, uneasiness, or queasiness",,
malefactor,7e110393-55fe-4b19-85f1-5fe5945bc48c,false,a person who violates the law; criminal; culprit,,
malevolent,ad1d6c9c-78f3-49ab-aedf-332ec92cf815,false,wishing evil or harm to another or others; showing ill will; ill-disposed; malicious,,
malfeasance,b3a3dafc-1425-454b-81c6-0d3a0e4eb216,false,"an illegal act, especially by a public official",,
malign,6e2176e6-0c69-45b1-b1e5-b82799cb0735,false,,,
malignant,9321788d-1980-4d20-9761-70735c6e0e68,false,causing harm,,
"malinger, malingering",a491d88d-d04e-49f0-9b75-eb2017b7bcf3,false,to pretend to be sick to avoid doing work,,
malleable,ac5a69cb-ada0-40a1-9092-a8574e3e416a,false,easy to shape or bend,,
mandate (n or v),18f6e6b8-aef0-4ea0-a78b-5a69a6204444,false,a command or authorization to do something; to command or require,,
mandatory,7114cc68-e133-486d-9888-64d04d5597d1,false,authoritatively ordered or commanded; necessary,,
mangling,279a4edf-c122-4db0-b6d1-7d6935920071,false,,,
"mania, manic",e2e08f45-6df3-49a9-86f8-61e80adb04c6,false,,,
manifest [itself]; manifestly; manifestation,83752d6f-4033-4829-8eca-930b8df2fda6,false,"visible; evident, made obvious",,
manifestation,52d44f43-6e81-4517-a6d5-75cf7cdfe4e1,false,,,
manifold,a2ea92f3-57fa-44dc-88ad-dfcfba9fb7ea,false,"various, multiple, of many kinds",,
mantra,4f9a4ec6-c237-4ba1-bfd0-c35c4e5701b5,false,,,
map,e844d6ef-6104-4719-8a07-bd9d4ae1155b,false,,,
mar; marred [by],1a5b7d9f-8fc4-4441-92db-d4327dcc4be3,false,"to damage, expecially in a disfiguring way",MAR,
marginal,8ce453b7-4482-4762-90b0-17eb50ccb1e4,false,,,
marginalize,18c87012-f878-403e-a0aa-b7296286ed4f,false,reduce to insignificance,,
mark,cb34c464-5671-42ce-9667-8401ef9392a7,false,,,
mark; marked,6b35e2a9-e73b-4b4e-be2f-59949632bc1a,false,,ignominous: marked by failure or humiliation in public,
markedly,2967848f-c23f-47c8-b578-26666dd35ef7,false,,,
marshal,07af79f9-b09c-4f2e-a823-1f211a0549ac,false,to gather together for the purpose of doing something,MAHR shul,
marvelous,77c38dc3-939e-4fb1-b9ea-c32e9be3467b,false,,,
mask,230a7ae1-6f17-47e3-8416-d195efcfa7e5,false,,,
masquerading,b00fe9d7-8f30-45d3-85cd-e99739f21d39,false,,,
match; matched,c4d8633b-88d6-4684-8d9f-b812dfc96a5b,false,,,
material; materially,b90073fa-a394-48fa-abf4-c1834d88cad5,false,,,
materialize,f7584e17-bdc9-4135-9034-a50b40cfef91,false,,,
materially,a19bd3b6-2c7f-4bc3-9563-e99aa6e8b101,false,,,
matriculate,91a3bf6b-157a-41ce-95ec-a7dcf848f19a,false,"to become admitted to membership in a body, society, or institution",,
matter; mattering,ff769ac9-1265-4c9a-b97f-fa47c4577338,false,,such matters,
maudlin,4d67b3db-dda7-4622-9a90-a7c1b0c2ef91,false,silly and overly sentimental,,
maverick,563ddfd0-4a60-4d18-9472-6b72f1d3f6f8,false,a nonconformist; a rebel; an independent,MAV rik,
maxim,c9c3a2c6-0c0f-4d04-9d54-672927875c89,false,a fundamental principle; an old saying,,
meager,9c171626-4899-44cb-9cdc-500140ae7c24,false,deficient in quantity or quality; lacking fullness or richness; scanty; inadequate,,
meander; meandering,cdb0a971-5b85-406e-b1e9-785af1adc4aa,false,to wander aimlessly,,
meaningless,7aac5fe4-dbb8-4eae-a646-14a0880195bf,false,largely meaningless,,
means [of],17465bbd-3d9b-4a28-b90e-e6d3b1ff41ac,false,,,
mechanism,c3a924a8-b792-4a02-b174-ff5b1a7a445c,false,,,
meddle; meddling; meddlesome,46b9911f-4f96-4422-9add-c9b668a3f8d0,false,,,
medial,8688cf33-cc0a-4a80-b7d6-927e1d5c6619,false,,,
mediate; mediator (as opposed to facilitator),1e9cf5be-1491-487a-94fb-9932364d15c5,false,to help settle differences,"""a facilitator, not a mediator""",
mediocre; mediocrity,332f63b6-8180-4bad-8779-6de2ae22506f,false,average; standard; typical; ordinary; common; of only ordinary or moderate quality; barely adequate,,
meliorative,be9421c8-ecc6-418a-9cbc-856e4c535670,false,resulting in or leading toward betterment,,
mellifluous,196c7269-61a9-4e35-88da-d6ca97006130,false,sweetly flowing,,
melodrama; melodramatic,a142a094-a407-4338-81c6-cd8a6ec074f7,false,,,
melancholy,e64f09a8-0a28-4080-87c8-4c0b41812c9e,true,depression of  spirits; gloomy; weary,MEL un kahl ee,"beset with melancholy; brought a touch of melancholy to her remembrances of her grandmother; The best word to describe Jim is melancholy; no matter the situation, he always walks around looking like he had lost his best friends.; It was a melancholy day, gloomy and dark."
"menace, menacingly",a7de3183-cb4c-4055-af58-a2f72745d58d,false,,,
mend,0085ae8f-a6d0-4d61-975e-3b78ffbc000e,false,,,
mendacious; mendacity,bb013a34-83a7-4172-b7b8-6fa38193e25c,false,habitually dishonest; untruthful,men DAY shus,
mendicant,c601df1b-04f0-47e5-bac2-16e2fe7e17de,false,begging; practicing begging; living on alms,,
mercenary,fff5c754-7881-4e0b-8017-c0f7d2f9b7a3,false,working or acting solely by a desire for money; venal,MUR sin air ee,
mercurial,fe8f3de8-60b6-42fb-b8e5-6a4397c9f75c,false,emotionally unpredictable; rapidly changing in mood,,
mere; merely,85d07ba3-d11e-43e2-b802-eff849165b0e,false,,,
merit; merited,a34ff72d-14fc-4e5d-b1dd-4e07273e1c02,false,,,
meritorious,212f81c8-cb74-4278-a888-4386cddabe61,false,,,
metaphor; metaphoric; metaphorical; metaphorically,963c999f-830d-4bc4-bbfa-ddcf96fca7c7,false,"a figure of speech in which a term or phrase ordinarily associated with one thing is applied to something else, to indicate that in some way they are similar; a symbolic representation of one thing for another; similes and metaphors",MEH tah for,
metastisize,93aec531-f388-4136-9a23-3a17c34ba518,false,to spread to other parts of the body by metastasis; to change form or matter; to transform,,
methodical,0e19659b-ff88-40ce-82e5-3c287fcb2fd6,false,,,
methodically,646777f1-6115-4bb1-9a4a-a4cc08003c69,false,,,
meticulous,7ad7060e-21cb-4c41-9641-d2b4f996de7d,false,paying close attention to details; careful and precise,meh TIK yoo lus,meticulously documented; meticulous with designs
microcosm/macrocosm,9a6fc918-10a5-4fcf-8036-5cfece816d7b,false,miniature version of the world/large-scale representation of something,,
