word,english,japanese,example,present,teForm,negative,past,pastNegative,potential,imperative,volitional,group,desirative,conditional,passive,causative,causativePassive,honorific,humble,mark
tanjun,simplicity; simple; uncomplicated,単純,,,,,,,,,,,,,,,,,,
tansuu kei,singular form (of a noun),単数形,,,,,,,,,,,,,,,,,,
tantai,"simple substance (e.g., chemical)",単体,,,,,,,,,,,,,,,,,,
tannaru,mere; simple; sheer,単なる,,,,,,,,,,,,,,,,,,
nanbei,South America,南米,,,,,,,,,,,,,,,,,,
nankai,southern sea,南海,,,,,,,,,,,,,,,,,,
nankyoku,South Pole; Antartica; the Antarctic,南極,,,,,,,,,,,,,,,,,,
kyouryoku suru,to cooperate; to collaberate,協力する,,,,,,,,,,,,,,,,,,
takkyuu,table tennis,卓球,,,,,,,,,,,,,,,,,,
sotsugyoushiki,graduation ceremony,卒業式,,,,,,,,,,,,,,,,,,
sotsugyou suru,to graduate,卒業する,"卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)卒業生(sotsugyousei (graduate));
彼は京都大学の卒業生だ。(He is a graduate of Kyoto University.); 卒業式 sotsugyou shiki (graduation ceremony)",sotsugyou shimasu,,,,,,,,,,,,,,,,
hikyou,cowardice; meanness; unfairness,卑怯,卑怯者 (coward),,,,,,,,,,,,,,,,,
hangaku,half price; half; half amount,半額,,,,,,,,,,,,,,,,,,
hanjuku tamago,soft-boiled eggs,半熟卵,,,,,,,,,,,,,,,,,,
hantou,peninsula,半島,,,,,,,,,,,,,,,,,,
hanbun,half,半分,hanbun no ~ (half of ~),,,,,,,,,,,,,,,,,
nakaba,halfway; middle,半ば,,,,,,,,,,,,,,,,,,
hanzubon,shorts,半ズボン,,,,,,,,,,,,,,,,,,
gogojuu,all afternoon,午後中,,,,,,,,,,,,,,,,,,
gogo; hirusugi,afternoon; p.m.; noon,午後,"gogo boku no kaeri o basu sutoppu de machimasu. (In the aftenoon, he waits for my return.)
gogo made ni (by this afternoon)
干る過ぎ （ひるすぎ）
午後中（ごごじゅう, throughout the afternoon）gogo boku no kaeri o basu sutoppu de machimasu. (In the aftenoon, he waits for my return.)
gogo made ni (by this afternoon)
干る過ぎ （ひるすぎ）
午後中（ごごじゅう, throughout the afternoon）gogo boku no kaeri o basu sutoppu de machimasu. (In the aftenoon, he waits for my return.)
gogo made ni (by this afternoon)
干る過ぎ （ひるすぎ）
午後中（ごごじゅう, throughout the afternoon）gogo boku no kaeri o basu sutoppu de machimasu. (In the aftenoon, he waits for my return.)
gogo made ni (by this afternoon)
干る過ぎ （ひるすぎ）
午後中（ごごじゅう, throughout the afternoon）gogo boku no kaeri o basu sutoppu de machimasu. (In the aftenoon, he waits for my return.)
gogo made ni (by this afternoon)
干る過ぎ （ひるすぎ）
午後中（ごごじゅう, throughout the afternoon）gogo boku no kaeri o basu sutoppu de machimasu. (In the aftenoon, he waits for my return.)
gogo made ni (by this afternoon)
干る過ぎ （ひるすぎ）
午後中（ごごじゅう, throughout the afternoon）gogo boku no kaeri o basu sutoppu de machimasu. (In the aftenoon, he waits for my return.)
gogo made ni (by this afternoon)
干る過ぎ （ひるすぎ）
午後中（ごごじゅう, throughout the afternoon）gogo boku no kaeri o basu sutoppu de machimasu. (In the aftenoon, he waits for my return.)
gogo made ni (by this afternoon)
干る過ぎ （ひるすぎ）
午後中（ごごじゅう, throughout the afternoon）gogo boku no kaeri o basu sutoppu de machimasu. (In the aftenoon, he waits for my return.)
gogo made ni (by this afternoon)
干る過ぎ （ひるすぎ）
午後中（ごごじゅう, throughout the afternoon）gogo boku no kaeri o basu sutoppu de machimasu. (In the aftenoon, he waits for my return.)
gogo made ni (by this afternoon)
干る過ぎ （ひるすぎ）
午後中（ごごじゅう, throughout the afternoon）gogo boku no kaeri o basu sutoppu de machimasu. (In the aftenoon, he waits for my return.)
gogo made ni (by this afternoon)
干る過ぎ （ひるすぎ）
午後中（ごごじゅう, throughout the afternoon）gogo boku no kaeri o basu sutoppu de machimasu. (In the aftenoon, he waits for my return.)
gogo made ni (by this afternoon)
干る過ぎ （ひるすぎ）
午後中（ごごじゅう, throughout the afternoon）gogo boku no kaeri o basu sutoppu de machimasu. (In the aftenoon, he waits for my return.)
gogo made ni (by this afternoon)
干る過ぎ （ひるすぎ）
午後中（ごごじゅう, throughout the afternoon）gogo boku no kaeri o basu sutoppu de machimasu. (In the aftenoon, he waits for my return.)
gogo made ni (by this afternoon)
干る過ぎ （ひるすぎ）
午後中（ごごじゅう, throughout the afternoon）gogo boku no kaeri o basu sutoppu de machimasu. (In the aftenoon, he waits for my return.)
gogo made ni (by this afternoon)
干る過ぎ （ひるすぎ）
午後中（ごごじゅう, throughout the afternoon）gogo boku no kaeri o basu sutoppu de machimasu. (In the aftenoon, he waits for my return.)
gogo made ni (by this afternoon)
干る過ぎ （ひるすぎ）
午後中（ごごじゅう, throughout the afternoon）gogo boku no kaeri o basu sutoppu de machimasu. (In the aftenoon, he waits for my return.)
gogo made ni (by this afternoon)
干る過ぎ （ひるすぎ）
午後中（ごごじゅう, throughout the afternoon）",,,,,,,,,,,,,,,,,
senri,long distance,千里,,,,,,,,,,,,,,,,,,
senbaduru,"string of 1,000 oragami cranes",千羽鶴,,,,,,,,,,,,,,,,,,
senshuuraku,conclusion of a program,千秋楽,,,,,,,,,,,,,,,,,,
juudai,in one's teens,十代,,,,,,,,,,,,,,,,,,
iin,clinic,医院,,,,,,,,,,,,,,,,,,
isha,doctor,医者,,,,,,,,,,,,,,,,,,
igaku,medical science,医学,,,,,,,,,,,,,,,,,,
kuiki,"limits; boundary; domain; zone; sphere; territory; area (e.g., in programming languages)",区域,,,,,,,,,,,,,,,,,,
saji,teaspoon,匙,,,,,,,,,,,,,,,,,,
keshou hin,beauty products,化粧品,,,,,,,,,,,,,,,,,,
keshou,makeup,化粧,,,,,,,,,,,,,,,,,,
bakemono,monster; ghost; phantom; goblin,化け物,,,,,,,,,,,,,,,,,,
bakeru,"to take the form of (esp. in ref. to a spirit, fox, racoon, dog, etc.); to assume the shape of; to transform oneself into; to disguise oneself as; to change radically; to improve unexpectedly and dramtically",化ける,,,bakete,,,,,,,,,,,,,,,
housou,packing; wrapping,包装,輸出（ゆしゅつ）の包装（ほうそう）にして下さい。(Please wrap it for export.),,,,,,,,,,,,,,,,,
houtai,bandage,包帯,,,,,,,,,,,,,,,,,,
houchou,kitchen knife,包丁,,,,,,,,,,,,,,,,,,
tsutsumu,to wrap; to cover (～を),包む,"プレゼント用に、つつんでもらえますか？ (It's a present: could I have it wrapped, please?",tsutsumimasu,tsutsunde,,,,,,,,,,,,,,,
tsutsumikomu,to wrap up,包み込む,,tsutsumikomimasu,,,tsutsumikomimashita,,,,,,,,,,,,,
kinmu,service; duty; work,勤務,,,,,,,,,,,,,,,,,,
seiryoku,influence; power; might; strength; potency; force; energy,勢力,,,,,,,,,,,,,,,,,,
ikioi,power; force; energy; vigor; spirit,勢い,Otouto wa ikioiyoku ie ni haitte kita. (My brother came in energetically.),,,,,,,,,,,,,,,,,
boshuu suru,"to recruit; to take aplications; flotation (shares, loans, etc.)",募集する,,,,,,,,,,,,,,,,,,
shoubu suru,"to have a match, contest, or game",勝負する,,,,,,,,,,,,,,,,,,
katte [na],one's own convenience; one's way; selfish,勝手な,,,,,,,,,,,,,,,,,,
katte,"without permission; one's own convenience; one's way; selfish; convenience or ease of use; knowledge of how to use; circumstances; situation (e.g., financial); environment; kitchen; arbitrary; unauthorized; unofficial",勝手,katte ni,,,,,,,,,,,,,,,,,
katsu,to win (～に),勝つ,,kachimasu,katte,,katta; kachimashita,,,,,,,,,,,,,
kachime,chance (for success); odds,勝ち目,,,,,,,,,,,,,,,,,,
tsutomeru,to work for; to try hard; to become employed,務める,どこの会社にお勤めてですか？ (What company do you work for?),,tsutomete,,,,,,,,,,,,,,,
kanben suru,to pardon; to spare; to give forgiveness,勘弁する,勘弁してくれ。 (Give me a break.),,,,,,,,,,,,,,,,,
doushi,verb,動詞,,,,,,,,,,,,,,,,,,
doubutsuen,zoo,動物園,,,,,,,,,,,,,,,,,,
doumeishi,gerunds; gerund form; present progressive form,動名詞,,,,,,,,,,,,,,,,,,
dousa,action; movement; motion; manners,動作,Neko wa subayai dousa de nigeteitta. (The cat runs away in a quick motion.),,,,,,,,,,,,,,,,,
dousa,operations; execution; action; behavior,動作,,,,,,,,,,,,,,,,,,
ugoku,to move,動く,おなかがいっぱいで、動けない。(I am too full to move.),ugokimasu,ugoite,ugokanai,ugoita,,ugokeru,ugoke; ugokuna,,,,,,,,,,
ugoki,movement; activity; trend; development; change,動き,,,,,,,,,,,,,,,,,,
ugokasu,to move (something); to shift; to operate; to set in motion; to mobilize; to inspire; to rouse; to move (feelings); to influence,動かす,おなかがいっぱいで、動けない。(I am too full to move.),ugokashimasu,ugokashite,,,,,,,,,,,,,,,
yuuki,courage; bravery; boldness,勇気,勇気がある; Kare wa kesshite yuuki o ushinawanakatta. (His courage never failed him.),,,,,,,,,,,,,,,,,
yuukanna,brave (n),勇敢な,anata ha yuukan desu. (あなたは勇敢です),,,,,,,,,,,,,,,,,
isamashii,brave (adj); courageous; valiant,勇ましい,,,,,,,,,,,,,,,,,,
kouka,effect,効果,,,,,,,,,,,,,,,,,,
kiku,to be effective; to show effect; to do its work; to carry out its function well; to be possible to use,効く,,kikimasu,kiite,kikanai,kiita,,,,,,,,,,,,,
reikou,enforce,励行,,,,,,,,,,,,,,,,,,
hagemasu,to encourage; to cheer up,励ます,"Minna ni hagemasareta okage de, saigo made yaritoosu koto ga dekita. (I was able to finish it thanks to everybody's encouragement.)",hagemashimasu,,,,,,,,,,,,,,,,
doryoku suru,to make efforts; to work hard (at); to endeavor,努力する,,,,,,,,,,,,,,,,,,
doryoku,great effort; exertion; endeavor; effort,努力,,,,,,,,,,,,,,,,,,
joshu,helper; assistant; tutor,助手,,,,,,,,,,,,,,,,,,
tasukeau,to help each other,助け合う,,tasukeaimasu,,,,,,,,,,,,,,,,
tasukeru,to help; to save; to rescue; to save from a bad situation,助ける,"だれか、助けて！(Someone, please help me!); 助けに来る (come to help); tasuketa no (help (n))",tasukemasu,tasukete,tasukenai,,,,,,,,tasukenakereba,,,,,,
tasuke ni kuru,to come to help,助けに来る,,,,,,,,,,,,,,,,,,
tasukaru,to be helped; to be saved,助かる,,,,,,,,,,,,,,,,,,
retsu,sub-; inferior; minor,劣,,,,,,,,,,,,,,,,,,
kakou shokuhin,ready meals,加工食品,,,,,,,,,,,,,,,,,,
kakou,manufacturing; processing; treatment,加工,,,,,,,,,,,,,,,,,,
kuwaeru,to add to; to include; to join,加える,,kuwaemasu,kuwaete,,kuwaeta,,,,kuwaeyou,,,,,,,,,
kouseki,achievements,功績,,,,,,,,,,,,,,,,,,
chikara shigoto,physical labor such as construction,力仕事,,,,,,,,,,,,,,,,,,
rikimu,to strain; to bear up; to exert one's strength; to swagger; to bluff; to boast,力む,,,,,,,,,,,,,,,,,,
chikara; ryoku; riki,power; force; strength; energy,力,,,,,,,,,,,,,,,,,,
wariai,rate; ratio; proportion; percentage,割合,,,,,,,,,,,,,,,,,,
wareru,"(intrans.) to be broken; chipped (cup, plate, etc.); cracked; smashed; split",割れる,,,,,,,,,,,,,,,,,,
waru,(trans.) to break; to divide; to cut; to halve; to separate,割る,kono kabin watta no ha dare da? (Who broke the vase?),,watte,waranai,watta; warimashita,,wareru,,,,,,,,,,,
warikomu,to cut in; to thrust oneself into; to interrupt; to disturb,割り込む,,warikomimasu,warikonde,warikomanai,warikonda,,,,,,,,,,,,,
waribiki suru,to do a discount,割り引きする,割り引きしてくれませんか？(Could I have a discount?),,,,,,,,,,,,,,,,,
wari,"rate; ratio; proportion; percentage; profit; 10% (unit of ten percent); (noun, as a suffix): diluted with (of drinks); mixed with",割り,スイカ割りしてる,,,,,,,,,,,,,,,,,
saku,to make (time); to cut; (trans.),割く,,sakimasu,saite; sakanakute,sakanai; sakimasen,saita; sakimashita,sakanakatta; sakimasen deshita,sakeru,sake; saku na,sakou; sakimashou,1 (u-dropping verbs),,sakeba; saitara; sakimashitara; sakanakereba; sakanakattara; sakimasen deshitara,sakareru,sakaseru,sakaserareru; sakasareru,osaki ni naru; sakareru,,
hageru,to come off; to be worn off; to fade; to discolor,剥げる,,,hagete,,,,,,,,,,,,,,,
kendo,Japanese-style fencing,剣道,,,,,,,,,,,,,,,,,,
kenjutsu,fencing; swordsmanship,剣術,本物の剣術,,,,,,,,,,,,,,,,,
zenmen,whole surface; entire,前面,,,,,,,,,,,,,,,,,,
zenjitsu,the day before,前日,,,,,,,,,,,,,,,,,,
zenpou,front area; frontside; forward; frontward,前方,,,,,,,,,,,,,,,,,,
zenkai,previous time; last time; previous installment; previous session,前回,,,,,,,,,,,,,,,,,,
zen,first,前,antonym: kou 後 (last),,,,,,,,,,,,,,,,,
sogu,to chip; to slice off; to sharpen; to thin down; to reduce; to weaken,削ぐ,,sogimasu,soide,soganai,soida,,,,,,,,,,,,,
shisei,tattoo,刺青,,,,,,,,,,,,,,,,,,
sashimi,filet of raw fish,刺身,,,,,,,,,,,,,,,,,,
sasu,to bite; to sting (～を),刺す,,,,,,,,,,,,,,,,,,
sasaru,to stick into (something with a sharp point); to prick; to pierce; to get stuk (in); to lodge (in),刺さる,sasare (bite); mushi sasare (insect bite),,,,,,,,,,,,,,,,,
seigen,to restrict; to limit,制限,制限速度は何キロですか？ (What's the speed limit?),,,,,,,,,,,,,,,,,
seifuku,uniform,制服,,,,,,,,,,,,,,,,,,
toutatsu suru,to reach; to attain; to arrive,到達する,,,,,,,,,,,,,,,,,,
touchaku suru,to arrive,到着する,,,,,,,,,,,,,,,,,,
touchaku suru,to arrive (place に),到着する,,,,,,,,,,,,,,,,,,
rieki,profit; net income,利益,,,,,,,,,,,,,,,,,,
ryou suru,to use; to utilize; to take advantage of,利用する,,,,,,,,,,,,,,,,,,
riyou,use; utilization; application; to take advantage of,利用,長い週末を利用しよう。 (Let's take advantage of the long weekend.),,,,,,,,,,,,,,,,,
rikou [na],clever; intelligent; wise; bright; sharp; sensible; smart,利口な,,,,,,,,,,,,,,,,,,
bessou,vacation house; vacation home,別荘,,,,,,,,,,,,,,,,,,
bekkyo,separation; living apart,別居,,,,,,,,,,,,,,,,,,
betsusatsu,supplement (literary piece),別冊,,,,,,,,,,,,,,,,,,
handan suru,to judge; to decide; to conclude,判断する,,,,,,,,,,,,,,,,,,
handan,judgment; decision; conclusion,判断,,,,,,,,,,,,,,,,,,
hatsuyuki,first snow,初雪,,,,,,,,,,,,,,,,,,
shonichi,first day; opening day,初日,,,,,,,,,,,,,,,,,,
